genes,SRR2973353,SRR2973354,SRR2973355,SRR2973356,SRR2973357,SRR2973358,SRR2973360,SRR2973361,SRR2973365,SRR2973366,SRR2973367,SRR2973368,SRR2973369,SRR2973386,SRR2973393,SRR2973396,SRR2973397,SRR2973400,SRR2973404,SRR2973409,SRR2973416,SRR2973417,SRR2973433
DGCR6L,47.008814,0,189.270733,283.136216,126.826509,91.764115,3.678417,0,7.586455,15.935909,0,86.619604,8.086232,75.810525,0,0,23.882248,37.197007,0,32.59963,24.353011,0.466976,0.656357
DGCR8,3.06972,1.78505,2.588797,0,3.926841,2.065058,0.807448,0.126306,0,0.092718,0,0,1.1272,2.210985,0,43.503285,0,0.44636,1.931123,0,0,0,0
DGKA,47.630265,43.124099,5.30153,14.85437,8.557563,37.28939,133.209855,114.825252,22.881839,42.159534,21.773726,15.852959,24.61488,6.818258,47.126977,14.257731,304.74294,3.262562,52.919453,48.446822,26.198064,0,9.347533
DGKB,0.938538,13.544049,0.786262,15.666405,7.483285,0.040247,0.045209,1.771937,0.326596,201.571545,11.720055,0,0.034372,0.129862,5.559278,0,6.414285,9.562274,10.364036,1.564321,0.140109,0,0.057468
DGKD,4.472687,23.722554,0,0.834889,13.559964,11.935689,0,27.65637,126.110266,3.719576,4.656706,0.611818,6.780083,6.458028,11.7948,0,34.885946,1.382938,0,9.177835,2.438881,0,0.540401
DGKE,1.559696,0.977938,0.297406,0,0.231858,0.028197,0.105724,0.540673,3.876917,0,3.681238,0.031235,0.249989,0.446769,1.543587,0.05996,5.12444,0.186115,0.776647,1.238616,0.545763,0,0.440985
DGKH,0.893347,0.180597,0.305032,0.606425,1.072889,0.728654,1.738485,4.102601,0.037616,1.298333,0.239293,1.019993,0.661461,0.298977,3.478408,0.333293,1.851889,3.78833,0.055851,0.570581,0.39659,0,10.448567
DGKZ,0.344254,1.536727,3.490015,59.759235,1.017059,1.886602,0.808232,2.424971,0.616747,1.508576,1.277075,0.116771,3.403953,0,0.310401,0.120334,0.792722,0.460074,2.860178,1.497027,2.715155,0,2.085814
DGLUCY,11.530855,0,54.949888,5.205232,35.422947,0,29.509378,49.949028,0.665843,47.70611,0.509943,1.710201,3.854977,0.998702,35.336906,0,0,22.398347,2.721984,19.109987,3.152888,0,28.451443
DGUOK,8.467661,0,5.512707,0,113.14916,264.009597,167.693268,65.897733,10.121163,71.265867,1.846017,35.687981,108.177042,3.15137,151.655803,201.396803,65.904717,138.66709,19.665868,0,1.270777,374.098619,10.248542
DHCR24,66.148683,1.441513,43.09887,1.996666,18.964169,14.526932,26.073404,55.064671,60.420083,0,55.618966,10.473648,26.558017,11.760684,0.514476,44.160894,3.526379,71.834769,0.52517,0.586446,29.706959,118.528984,21.613917
DHCR7,0,1.141992,89.567233,0,128.858615,0,135.949794,0,0,0,0,0.22901,0.709303,0,0,0,0,0,0,0,0.213815,0,0
DHDDS,58.909495,27.151281,3.97182,63.08723,23.513612,207.929028,3.616748,2.25335,26.436089,454.705904,29.13491,82.512986,8.788827,43.033492,37.313924,0.2759,120.963255,15.06017,6.587972,76.386603,2.574831,0.0843,12.503139
DHFR,1.928291,4.539906,1.592279,0.304163,2.126193,1.937172,14.617741,0.36206,0.088859,26.020385,26.971172,0.25898,65.451654,2.691067,16.588737,16.66428,0.777261,37.11341,0.42918,5.139273,0.206921,9.803249,28.773441
DHFR2,0,5.3168,6.397786,0.149947,5.2654,1.387776,3.668699,1.739793,0,1.46096,4.625044,0.690337,0,6.935248,3.158833,0,8.988656,0.115265,3.33954,2.479071,0,225.603009,0.125363
DHODH,1.233305,0.52918,6.79601,0.185955,1.801674,3.645685,0.608698,31.770357,0.216734,0.350049,27.987558,1.836626,1.001758,0.437078,0.732141,0.308246,3.018581,0.186647,2.512387,0.640213,1.566447,1.618389,1.144389
DHPS,136.249099,57.492965,31.751229,0,0,0,22.145907,0,20.383586,0,1.506764,26.209663,79.568713,25.007953,0,0,0,17.329947,1.845612,0,1.615628,0.296154,38.729096
DHRS1,14.776046,6.687697,1.34241,1.103489,41.465893,5.051383,12.626749,1.110029,20.741854,1.392997,0,41.934362,28.444624,1.953697,20.831733,5.419843,2.103871,1.775234,17.412647,2.207727,2.267992,0,82.090617
DHRS11,0,5.967298,0,3.19055,3.289141,0.477116,2.540488,0,1.346433,0,0,0,0,0,3.137715,0,0.708648,21.294912,0.108328,0,0,0,0
DHRS7,37.995681,183.638615,74.751561,228.746998,16.944423,63.193858,35.098595,28.720933,34.404067,301.7607,133.295415,2.246148,72.199605,99.461069,5.845708,21.645233,7.108303,153.085411,0.569059,98.816916,5.217615,146.146772,0.216237
DHRS7B,0.603623,40.543781,0,0.267116,2.530633,4.322188,42.1883,1.000085,13.266291,3.219861,4.230116,1.219318,1.664167,10.057739,0.404636,17.051233,0,0.705377,1.745432,0.562551,1.340592,0,0.17116
DHRS9,18.229634,0.718695,0.094249,28.605006,0.794164,0,22.956824,82.826883,47.333527,0,0.57051,0,0.184536,0.435786,7.989472,0.804513,0,0.163485,0.429135,28.894802,0,0,0.076548
DHRSX,15.001345,39.870781,16.52344,5.610032,13.991421,0,8.753583,40.047363,4.300491,1.64322,0.154962,0,1.190431,2.933634,0.965165,0,2.378625,0.850541,1.604278,8.478242,8.880196,0,22.801428
DHTKD1,0.464327,0.339181,2.483473,5.425725,0.163852,10.421774,5.741365,15.640458,0,0.27522,0.550523,8.945318,37.394214,1.776754,1.061442,64.087588,0.076796,3.194211,25.065988,42.678587,0.173381,14.814772,103.572652
DHX15,97.405594,39.188836,5.632376,0,48.551639,69.487941,34.532772,21.550591,75.960355,1.315227,6.616957,2.985885,129.252535,0.407677,119.746005,5.752842,21.811501,70.242596,69.361113,16.94033,1.937368,36.191637,29.038308
DHX29,21.27656,18.689053,34.289471,235.22949,200.368915,14.631509,18.061204,5.450922,1.290487,0,9.445786,168.864303,0,17.971054,10.601997,4.745944,0.071694,36.836866,114.427939,0.316769,0,8.967514,0.186131
DHX30,10.143476,4.277721,40.338864,3.135933,16.240191,5.044469,4.421007,5.97755,32.901332,10.164275,2.229893,0.988945,34.028517,0.304477,15.890064,29.184198,97.333997,20.627649,0,0,4.664386,2.520943,16.974379
DHX32,1.582287,39.155373,0,0.234159,0,0,0.143959,0,0,0.30709,35.632883,1.059228,0,84.429301,0,0.635763,0,21.69297,0,0,0.734124,0,0
DHX33,1.162045,5.015519,32.354571,0.111061,0.361459,0.053049,0.132944,0,3.925331,3.907649,0.273884,0.066233,6.20283,2.737369,2.797421,28.333328,0.187483,22.308777,0.542002,1.066667,0.205035,19.448991,89.913309
DHX35,0.481214,0,12.871377,0.989069,0.21821,0.310078,11.667072,0.16715,0,0,0,1.407279,0.642942,0,11.539163,0,2.586809,3.659056,4.922262,7.843662,0.999513,0,1.7096
DHX36,43.481427,117.444964,38.336843,65.099834,99.011214,1.774224,47.076415,12.894747,2.010522,225.170581,3.463849,298.221855,9.832092,12.69012,99.142663,195.893189,294.88021,118.14655,86.544064,237.497637,143.783168,0.065493,96.612894
DHX38,1.397072,51.299074,17.630446,5.139811,6.545232,0,0,1.344397,32.116792,0.145664,0,13.698837,8.652354,74.453387,9.22114,60.292341,0,73.095779,104.245289,15.740501,0.250196,0,0
DHX40,8.993737,16.350967,7.057155,109.795358,16.570103,0,37.532779,72.83811,12.911337,57.24635,0.888265,57.314418,54.136859,3.368502,16.541451,56.767837,71.28812,1.262973,30.752662,1.258052,3.217473,0,72.674996
DHX57,1.563225,0.270873,0.070493,2.34026,14.394869,1.052417,4.687138,67.41441,9.303963,0.232133,28.309111,0.263575,0.882812,0.435394,2.951087,0.599548,1.592703,0.096627,0.423277,5.627821,1.321594,0,0.072955
DHX8,188.351777,275.415669,57.371741,233.700717,458.428822,188.98414,156.512864,203.134878,74.095401,29.068195,185.225658,153.696424,247.661211,144.911994,159.260918,157.278589,38.296468,100.214054,647.108496,282.158258,339.51249,337.451045,203.430417
DHX9,98.627196,59.476343,54.630294,26.707173,23.141604,117.975676,5.976257,34.213604,49.162078,15.455265,150.172584,83.549815,46.870278,9.086802,94.078191,42.376081,233.133689,110.556316,193.49661,246.758624,48.108383,5.593671,167.718189
DIAPH1,116.41942,130.202159,1.802458,58.454582,262.727994,0.155566,0,189.180587,73.652841,115.899243,18.14693,1.388163,31.682176,91.328751,132.172718,193.917889,12.077213,180.867109,144.107945,0,549.036584,0.568814,2.568379
DICER1,133.566656,51.248232,111.083644,0,82.092144,24.082004,11.403997,96.32093,79.50498,1.021337,0,55.474256,50.29434,33.698294,3.253119,14.774911,10.90491,1.856231,135.778673,8.176887,2.976794,0.762523,5.187791
DIDO1,0.226727,1.304649,18.436863,26.741313,25.40176,0.44285,0,0,46.581153,1.466252,39.280495,9.786795,0.052701,1.020479,2.777387,0.358862,18.447582,5.90468,0.07455,1.154049,0.141937,0,1.595922
DIMT1,39.223577,1.669727,0.235863,12.59685,0.398199,2.969554,6.336004,0,8.122186,0,24.139749,53.12956,0,2.294424,28.840928,2.285263,51.143845,21.927282,2.262732,0,0,0,6.593515
DIP2A,3.663384,11.998732,0.752962,3.611409,1.452447,0.659664,2.771865,2.175721,0.636736,4.036942,11.663255,3.055342,6.842728,10.302372,1.980849,0.236123,4.705166,0.823205,0.239583,0.436703,45.360941,1.983324,1.6229
DIP2B,13.912131,12.448718,8.060993,5.159485,10.048606,1.043891,3.778466,1.808562,0.248669,25.187356,1.695342,0.161696,2.19758,15.447754,1.461214,5.032538,0.313345,5.755064,10.356378,0.699843,7.68413,0.019263,17.08143
DIPK2A,0,0,0,0,0.075077,0,0,0,0,0,0.082224,0,0,0,0,0.079478,0,0.065374,3.184044,0,0,0,0
DIPK2B,0.450632,1.197911,0.337462,0.90608,0.338431,1.133645,1.350471,0.351006,0.858156,0,10.373386,0,0.201317,0,1.183031,0.10029,0.461469,0.135601,0.138111,0,0.822548,0,0.131253
DIS3,3.565629,3.966626,0.062553,0.48534,2.905019,1.602816,0.338424,1.199046,0.691764,2.674107,1.967693,3.277117,40.600863,0.469413,4.467211,2.558473,4.073885,37.794855,0.813449,17.437993,5.87743,0,14.575459
DIS3L,44.51563,4.961068,1.646446,2.170221,4.064493,156.749254,17.85336,7.043321,106.55741,8.235315,2.384823,73.104661,12.24764,21.227734,18.660854,2.434923,1.323162,1.112179,2.265176,5.244222,22.486593,0.763548,4.655148
DIS3L2,1.845155,89.593896,10.113943,0,66.126481,179.181474,31.883507,129.42098,0,3.485646,1.394417,0.244814,7.949667,0.772074,4.585711,11.830069,3.316266,12.521067,79.422607,0.168075,0.460815,0,0
DISC1,0.093123,1.041824,11.628582,3.227864,0.452409,7.509715,0.589178,0.043936,0.852029,0.071597,0.925763,3.29956,0.244773,7.206678,0,0.603338,0,0.062701,1.17847,0.392471,0.106846,0,4.278498
DISP2,1.497471,0.711153,0.757936,0.205151,0.034706,0.331553,0.935909,0.778408,0.235536,0.653484,0.335361,0.247723,0.267129,0.572646,1.391702,0.319084,0.200305,0.324915,0.263316,1.339207,0.704407,0.017292,0.531798
DIXDC1,5.586115,0.509598,0,0,0.787798,1.163289,0.304962,0.249376,0.065456,41.997308,0.213417,3.341302,2.250736,1.016151,0.734188,0.492146,1.603807,14.875265,53.662523,1.248733,0,0,0.688963
DKC1,46.928241,2.057436,194.082207,35.645811,198.518629,30.024422,42.165184,27.033134,2.860487,45.029882,208.553045,108.725543,146.718609,31.374726,16.786151,40.529264,62.764489,128.123641,28.953578,153.972607,35.638094,60.181082,15.297033
DLD,19.827055,119.021497,85.266934,67.708303,67.743943,0,130.289131,12.620503,37.337389,67.025889,0.656376,44.796252,59.022538,32.536834,2.968908,4.747474,4.770323,304.716707,0,32.023851,1.583493,115.819515,23.651915
DLEC1,0,0.304013,2.00E-06,34.309371,1.820408,0,3.503158,0,1.194905,77.965077,0,0,0,14.650622,0,17.891484,5.053768,0.10377,3.815677,0.139328,5.478828,0,0.107753
DLG1,0.141941,27.517296,57.610956,38.955481,16.246708,77.334639,53.589232,2.578052,43.983806,5.00147,76.259131,71.295433,0.15965,29.314231,47.118836,49.928257,111.440528,50.736928,0.814053,72.315936,3.545421,0,2.012484
DLG3,8.951884,121.736213,35.634141,40.052774,0.483082,27.781401,112.459289,65.683991,12.419801,0,13.944175,0,1.094525,39.376084,4.273964,17.891488,6.636943,0.2775,3.149624,89.116702,0,0.599091,11.967185
DLG5,39.447213,228.986001,28.605281,31.995946,8.93557,5.071053,59.622393,341.093019,65.980077,330.91292,17.39328,18.059403,66.766096,36.839336,35.006247,2.647989,6.230291,43.779559,4.858165,758.977926,73.204336,7.431261,0.080765
DLGAP1,8.454718,22.110321,0.672988,0,0,19.726782,37.790979,6.934861,10.097455,0.598622,28.380353,1.118707,1.503162,2.202461,7.682472,10.395676,0,0,4.983764,15.051212,2.487719,0,0.572937
DLGAP4,13.883611,35.554477,2.175143,0.247925,0.156375,19.466147,1.462631,8.00173,3.3657,0.204153,96.953122,9.220582,27.817951,13.488671,0.177287,0,0,3.035793,0,0.632021,3.038285,0,0.843541
DLST,2.987546,5.292724,5.738358,10.490301,8.627021,0,10.696671,7.974996,8.03485,13.652817,12.127301,5.872233,14.696599,73.048443,72.513735,25.809869,50.362011,2.480719,6.333263,65.744384,35.676497,0,10.007043
DMAC1,20.465343,37.527613,64.643414,14.405184,34.912362,71.683486,25.867308,9.267095,3.392402,0,8.498447,1.360463,18.833274,1.19232,63.399718,9.109775,81.411541,21.264925,24.784117,31.681853,12.458565,0,1.709598
DMAC2,0.890894,12.296581,24.915053,52.858042,2.294864,0.567011,11.0043,10.075855,0.137372,103.095395,14.548224,30.555884,1.446192,14.297982,40.838306,0,2.306036,3.263483,0.196379,11.838877,33.047387,0,40.376223
DMAC2L,23.267664,6.612391,45.72851,0.967628,52.203095,1.160964,103.317194,28.20366,0.741501,41.259009,68.194374,0.478386,9.731011,0.277416,0.854512,160.613722,3.071252,117.002274,0.212035,0.668022,12.840041,0,4.700727
DMAP1,0.442656,1.109501,1.749138,0.518726,74.960554,0.122102,1.546349,0.350634,0,3.15748,0.228387,1.333778,0.058668,190.2922,0.227574,0.637023,0,0.103441,6.490414,0.330523,0.248145,3.912102,1.731057
DMC1,5.443207,3.33404,0.443819,2.864494,3.739615,1.214674,0,4.918431,3.335821,1.7825,7.318235,1.033673,78.761595,0.269079,4.39961,0.135181,4.326521,0.472414,0.566168,1.053341,2.861522,0,26.897509
DMD,288.796692,212.982066,39.372852,29.356527,254.280853,62.668063,126.880421,210.877904,217.399205,10.11398,21.754578,42.604193,130.025642,136.492761,64.68892,29.322155,101.578027,65.255976,274.475868,25.985307,148.211555,0,6.549893
DMKN,1.585212,323.555899,33.123341,5.274215,0,1.708597,5.68021,2.627025,0.112262,0.488137,22.002889,108.393203,37.525697,0.141619,1.848961,1.333135,0.142393,7.306539,3.235606,3.659905,5.95899,0,0.089606
DMPK,0,0,2.212042,9.795203,5.922837,0,1.390104,0,0,8.778741,4.50354,0,0,0,4.155718,7.047553,4.11324,0,13.184106,0,5.479668,0,1.734959
DMTF1,288.212676,6.709244,324.038579,3.556039,6.484665,2.43328,49.661303,0,11.639791,4.301098,22.6497,7.536592,0.249204,1.05507,208.877074,0.41684,7.206224,3.110975,9.521678,26.801048,5.829581,0,163.860835
DMWD,3.001023,20.493082,11.198018,4.664343,0.728921,7.641625,10.216124,1.25,0.731345,3.596491,3.335017,1.765927,0.532541,2.004044,7.807743,0.231997,2.018088,2.818079,10.98485,42.89496,3.725638,0,5.953499
DMXL1,9.684256,56.490807,6.975788,3.695737,0.336144,10.649878,72.838455,72.046947,13.647204,0.019184,0.55189,9.698185,13.068991,4.776996,6.683248,1.428124,0.074492,10.377313,47.405978,15.041348,0.78223,0.762522,2.564397
DMXL2,0,1.617507,2.671183,0.147628,1.46028,1.528817,0.359415,1.269691,1.54261,0,0,0,0.148969,6.863028,4.755503,9.542123,1.344564,1.952958,0.832239,0,7.74832,0,88.095979
DNAAF1,29.726643,2.163649,5.753884,1.055919,2.449889,4.607373,4.477398,4.047787,2.758367,2.537002,1.143496,19.554618,45.962325,3.868589,16.132594,6.426057,1.544609,0.471671,16.179187,8.9832,1.695035,0.135117,10.948137
DNAAF4,26.393805,0.383299,1.675112,0,0,0.110593,3.376834,0.59016,6.529192,0.66941,103.283192,0,1.158343,0,125.50156,19.678186,0.659402,0,1.045041,0,9.010165,6.468073,0.222801
DNAAF5,11.096598,0.243821,0.44273,0.220165,0,0,0,0.613785,0,0,0,0,0,0,0,9.272372,0,14.471226,0,0,0,0,20.560668
DNAH11,8.802804,30.887607,7.665868,0,50.912581,0,0,0,0,0,3.667004,1.306446,2.374973,0,0,1.614711,3.651322,6.393076,1.591819,141.63862,0,0,0
DNAH14,0.197989,96.681643,3.298883,0.188821,14.931549,0,0.089832,0.078908,0.631047,0.043674,119.440739,0.051028,9.074247,28.288616,2.453927,51.948283,9.449484,210.369744,127.335456,66.594861,0.043002,0,14.991436
DNAH2,0,0,0.162596,1.617912,0.404364,0.4824,0.192556,0.571243,0.154946,0.087071,3.727068,0.543066,0.645892,0.361478,0.734428,0.156169,0.174375,0.92382,3.41544,1.940443,0.178676,0,0.349546
DNAH3,0.38556,1.033044,0.893712,0.609602,1.038554,0,1.485655,2.328337,2.400209,0.185904,0.113143,0.514807,1.548972,0,0.219711,0,0,0.171001,0.331198,0,0,0,0.162488
DNAH7,0,4.984979,1.608456,3.787484,0.327071,0,3.188326,0.200283,7.792055,1.973898,0.032081,0,0.91746,0.029711,0.032041,3.920358,0.626802,0,4.486751,3.276059,1.431603,0,0.357943
DNAJA1,830.956735,303.265071,409.402473,1196.658882,674.882901,1952.21715,942.978143,1542.129146,1005.465231,277.849348,73.892589,328.587708,952.140032,553.870485,1070.119401,571.999236,713.784016,569.363543,909.667647,845.68278,1888.114696,897.035097,727.750377
DNAJA2,205.372037,79.446637,86.335961,102.334608,126.484425,117.687174,86.794624,47.306278,19.379373,1.724321,67.430943,96.219599,79.097906,65.282311,40.363198,36.573023,59.2595,126.309308,88.593229,4.676401,0.517205,176.578554,67.569045
DNAJA3,2.917806,25.904281,2.492586,17.28143,5.798538,165.517581,22.559791,3.441695,20.048995,0.166947,1.521489,3.018055,3.41332,9.157275,25.816485,0.157812,20.374474,22.144031,0.831626,28.372337,342.816474,0.113697,3.306187
DNAJA4,197.900608,97.521784,0.32842,158.101048,149.103342,270.789946,75.305928,65.555502,20.269078,1.648734,14.283045,48.10744,589.758155,37.274517,137.393026,197.067186,219.57009,80.324436,75.395757,46.837101,326.757828,0.480157,0
DNAJB1,868.47199,496.194635,84.32079,663.504069,311.744834,946.744038,147.682623,548.049856,179.558498,65.898258,170.211169,308.0021,721.308203,377.997397,370.19622,144.345297,213.927107,292.311948,49.560778,243.394478,966.320278,179.776037,34.564407
DNAJB11,30.613502,83.005734,110.053064,8.395068,132.355919,0.283466,96.17222,1.699074,30.264319,0,262.949476,2.107157,100.322852,29.322873,14.853523,29.149974,23.481842,30.346824,19.817542,75.58321,60.882995,0.287223,7.674836
DNAJB12,0,0.153468,48.157058,0,23.61771,14.572881,45.487964,0,29.241093,0.651635,0,2.255739,17.418145,0,16.088632,2.80085,27.200077,8.385221,0,19.802285,0.410886,0,0
DNAJB13,0.262572,2.830739,0.189393,1.259326,0.458704,3.896519,4.557005,0.879938,1.495657,0,1.150664,2.853493,0.746811,0.923167,0.231505,0.597018,0,0.329738,0,6.636092,20.360555,0,1.240275
DNAJB14,25.002416,26.650366,49.161455,10.822398,16.728794,12.459555,13.192246,100.221891,22.888487,0.298449,11.383197,0.624738,13.314965,130.847174,62.050375,56.7753,76.090716,26.202218,98.664481,15.72724,80.861532,0.207839,0.339132
DNAJB4,3.435583,0.701471,0.073901,15.203502,0.079535,150.058308,62.045095,13.123655,0.074541,0.072303,1.473045,0,23.698128,0,0,17.694018,11.868385,1.038151,1.684121,107.596503,0,0,0.123449
DNAJB6,369.249478,473.40519,313.065349,449.801612,562.981734,763.926774,719.948488,488.177015,588.628599,29.706134,47.18898,1138.754,876.587831,402.696285,295.952365,974.399357,320.338193,317.534818,765.913176,459.898946,1060.805003,6.213631,200.223094
DNAJB7,9.197991,1.292069,0.722765,0.10336,0.300936,0,0.114919,0.617776,0,0.521299,10.511749,0,0.140089,3.024694,0.465225,0.199176,0.238631,0,0,0.130015,0,0,0.088858
DNAJB9,166.117081,194.178585,0.092289,127.465108,214.560815,87.958753,0.119233,72.579089,135.545903,0.17666,0.111242,30.568245,201.997806,47.60143,11.902742,44.342496,22.648794,146.232995,47.776504,23.41235,74.222516,0,0
DNAJC1,194.45357,523.659384,190.684495,247.187629,86.637292,22.057841,127.892752,43.599536,19.293382,36.118196,114.431606,93.510022,36.944856,63.029806,42.211538,67.825825,38.177176,49.774459,62.610493,85.156608,69.886156,32.284386,129.727394
DNAJC10,30.102755,19.072189,44.054972,1.223061,146.746633,2.260259,44.673949,38.521725,87.095908,8.259234,39.105007,62.326331,0.825169,57.181556,199.267005,37.340134,0.227265,19.752603,1.580733,26.857547,14.706749,118.395954,38.566183
DNAJC13,0.59046,27.791206,21.647238,4.384695,0,0.414889,1.440659,10.461713,0,0,6.035822,0.935331,0,2.270672,26.17369,2.474397,0,0.379214,0.631756,0.086111,0.041624,10.774254,3.248257
DNAJC14,0,5.46694,2.576529,0.955317,1.769979,4.522121,40.486811,1.171755,4.007674,11.242384,2.107617,0,6.02681,0,3.039715,3.4568,2.154467,16.824456,1.695441,2.10946,0,24.125033,1.375057
DNAJC15,10.256763,66.415922,13.040409,0,30.186075,0.514903,23.31369,0,2.018052,24.813128,104.690031,22.578338,26.548682,19.409705,5.432504,51.662459,5.913909,21.069409,0,3.927413,33.800355,18.838898,58.413383
DNAJC16,1.377661,8.206803,0.515143,0.559028,0.68755,134.300198,71.065529,2.012351,0.177969,75.847955,11.977524,0.057132,1.625109,73.775483,150.919759,66.560141,2.974241,0.075487,0.159409,0.413036,1.640379,0.001579,2.019875
DNAJC17,36.018043,1.522965,32.197452,0,0,80.319121,0,0.217465,0,2.135101,15.749608,44.142398,0.251577,2.820859,1.428034,2.338186,5.272972,2.280686,1.752769,0,0.206471,0,24.127389
DNAJC18,0.965886,9.730156,21.315939,2.426995,3.09727,1.318294,2.387811,34.580987,1.206043,4.855121,0.065719,3.037764,0.201702,3.654805,3.100905,1.951516,138.42485,0.131467,1.219695,2.032519,1.391061,0,0.860263
DNAJC19,70.895527,6.476401,50.361281,0,157.146497,5.850615,32.329868,30.594117,132.794081,83.009234,124.736244,43.636583,43.116357,14.599523,10.260641,54.721995,9.600082,63.744007,85.451278,2.374568,24.445762,225.581962,108.888015
DNAJC2,36.258829,10.883607,183.330996,6.966302,19.724602,0.26112,115.112757,50.222713,102.468281,0.863039,94.468913,0,0.922819,63.465063,18.866429,14.24063,43.721159,90.973522,8.154423,4.276792,146.109374,0.133111,10.086831
DNAJC21,23.993776,11.641703,52.145195,0.244219,9.916704,41.68933,68.279623,97.693762,1.914655,151.978847,3.061578,61.120172,79.06918,12.157146,53.755328,31.665784,61.870957,18.086401,2.128523,225.836593,81.396494,93.737753,3.075665
DNAJC22,1.126735,1.005911,70.085306,19.523836,2.907772,8.171176,0.954175,53.602806,28.763835,0.421435,1.119783,0,11.9163,4.021352,5.870874,1.220367,1.269411,5.961148,0,11.36534,3.504015,27.163809,14.880013
DNAJC24,6.983073,3.548931,37.28682,1.359424,10.041739,0.344056,14.566705,8.329143,1.023666,0.366931,0.356161,4.477231,17.379501,11.983255,14.739248,4.215791,2.506123,2.69881,0.883545,1.167302,10.743979,0,2.640449
DNAJC28,3.238601,2.957593,0.646254,0.184957,2.418753,0.167039,0.247639,0.836019,0,0.122625,0,0.145982,0.332008,0,13.693228,1.04554,0.149343,1.745516,0,0,0.175962,0,0.482529
DNAJC3,152.559277,174.767048,73.475682,5.225754,108.59704,72.018619,138.901892,64.631657,107.449128,2.931794,1.587503,80.535467,36.433512,45.835807,12.148988,25.552822,43.976968,33.926745,96.647975,3.243866,33.25608,81.8938,85.765244
DNAJC5,6.960044,12.512895,30.52249,15.587827,1.239531,0,0,0.09735,4.641161,0,0.101585,0,0,0,0,0,0,0,0.118755,0.106898,0,0,0
DNAJC7,249.97819,167.359958,102.068764,24.575099,211.234271,32.656125,81.069259,162.398082,78.961673,63.187787,176.995819,58.44615,188.287086,168.902574,28.839673,209.488774,66.047607,190.224402,63.386908,212.74881,389.422199,15.46023,243.524303
DNAJC8,8.380172,3.851952,63.053875,4.172827,76.866462,0.67022,47.539963,16.777262,77.202386,36.562081,5.382115,18.299985,66.390655,45.792115,99.216199,158.572896,14.207725,65.070742,63.264321,0.492208,47.231726,0,54.190749
DNAJC9,0,0,1.93052,0,6.824773,98.3818,48.961309,166.581623,0.205747,37.79775,36.600412,60.59273,42.491014,16.232838,7.439359,63.43707,22.004959,79.276919,3.318146,43.404502,0.281549,154.052455,4.316038
DNAL1,46.144034,2.223356,131.790688,26.103057,3.999221,4.043775,52.284284,55.800638,0.198191,89.429944,1.010084,12.119781,13.779587,0.236383,15.829606,205.699006,10.858731,30.311954,2.046301,49.352066,6.110289,0,23.285017
DNASE1,1.970572,12.501378,2.342711,4.493741,0.910644,0.170623,7.144297,0.607529,0.511741,1.077202,0.354105,13.437149,9.608646,2.711704,7.331209,0.289499,8.931603,0.754988,2.092225,2.271657,0.278893,1.141172,15.197743
DNASE1L3,3.075327,0.223157,1.460279,0.740224,0,0.656136,0,0.606618,0,0,0,0,0.165976,0.686682,0.668055,0.602916,0.360547,0.998957,0.528437,0,0.660264,0,0.926149
DNASE2,26.579509,1.172238,1.008691,6.347964,32.415846,4.491914,11.245213,9.278633,45.194383,36.218867,0,1.703012,6.716015,5.623725,12.359783,48.196025,0.242345,8.211096,14.417957,0.591455,4.543308,0,11.344107
DNM1,0.218909,0.486337,0,0.157715,1.615235,0,0.24237,1.030281,2.520137,0,0.670936,0,0.145172,0,1.048822,0,0.501116,5.936138,1.332875,0,0.702362,0,0.397582
DNM1L,786.249722,273.838228,23.171708,85.329067,5.486184,262.712904,133.855378,164.244972,11.126559,414.883133,34.788849,555.182412,219.76361,288.925839,134.352886,96.687691,191.434518,116.670984,153.33474,21.875948,96.41586,0,99.161539
DNM2,9.953705,32.538448,13.643064,7.492157,9.513844,178.031346,90.466419,52.507352,2.22117,38.703605,0,0.431485,15.797849,22.413713,12.132599,12.426299,9.551858,4.139495,12.000898,8.327313,9.699189,0,18.692386
DNMBP,7.91856,0.711172,0.907236,0,40.369706,0,2.232316,0.372921,5.654414,0,0.261589,108.226601,5.685869,40.206583,24.694785,0,1.068168,0,1.146783,0,0,0.031514,0.078597
DNMT1,100.305941,43.271491,172.867476,40.334311,10.586003,25.999831,39.267557,89.491741,31.305864,413.242416,20.313762,112.046023,269.677356,145.118367,218.202566,454.264831,141.408118,236.702926,69.80188,171.139006,142.419636,950.783948,665.562115
DNMT3A,1.462738,130.803101,127.073311,35.80209,51.410039,64.059933,65.176033,23.990213,68.41117,0.894593,174.040032,2.298924,14.636928,57.19442,18.970713,136.545202,1.064095,92.817024,8.847792,8.764423,14.65102,202.42799,66.153026
DNPEP,126.171228,0.768063,46.979162,59.256846,295.250649,28.951525,106.219178,0.655138,0.563838,258.751068,15.574577,81.441709,3.228737,2.787441,10.281654,34.976405,2.705851,40.743112,0.42806,71.934659,45.57313,10.571611,24.861922
DNTTIP1,0,0,0.406396,7.267748,37.856521,12.641209,0,1.963823,0,0,0,0,14.584128,27.57004,7.562931,0,34.979846,26.265112,0,0,122.112828,0,0
DNTTIP2,324.857248,69.375725,86.872943,137.581482,984.635499,219.028229,824.912214,168.981281,83.187499,65.986642,58.629837,174.803758,332.428508,96.675104,12.580371,188.974354,74.189832,430.607367,49.065023,62.202346,47.341707,199.189459,83.942209
