genes,SRR2973353,SRR2973354,SRR2973355,SRR2973356,SRR2973357,SRR2973358,SRR2973360,SRR2973361,SRR2973365,SRR2973366,SRR2973367,SRR2973368,SRR2973369,SRR2973386,SRR2973393,SRR2973396,SRR2973397,SRR2973400,SRR2973404,SRR2973409,SRR2973416,SRR2973417,SRR2973433
DOC2A,1.079606,0.875125,12.105939,6.835653,0,1.619535,0.185569,2.113801,19.852075,1.670832,2.091752,0.195275,1.660061,0.184938,0.233537,23.490001,0.168707,4.418098,7.832137,14.869316,0.836475,0,3.091133
DOC2B,0.353437,0,0,0.085012,0.082892,0.131563,2.294882,0,0,0.224881,0.400244,0,0.229855,0.095084,0.423616,0.162469,6.238501,0,1.31662,0.262301,0,0,0
DOCK1,0,0,0.093667,0.188592,2.293213,5.894447,0.239872,0.069122,0.302058,8.379675,0,0,0.415711,5.798467,0,0.943613,4.393514,0,0,8.559715,21.840713,23.913807,26.28443
DOCK10,1.528272,0.473476,0,1.136046,0.108572,0.038844,0.409009,0.478049,0.064259,2.264523,0.437642,0.969322,2.526606,0.080538,61.941045,0.138823,103.810216,0.165596,1.114481,1.051811,0.105879,0,0.527221
DOCK5,85.290239,90.90216,25.209233,48.121262,84.632313,10.79665,24.406878,92.746655,19.27757,12.22926,32.241288,30.431983,9.933517,26.941538,16.07089,4.822164,28.441442,14.381911,6.701574,10.766068,68.824803,0,20.940743
DOCK6,33.260698,3.374413,0.563045,0.148501,0.165734,0.266735,13.479931,16.574625,6.511222,0,0.351605,161.612848,7.790451,3.408371,3.407574,1.240874,0,2.409858,0,7.540607,0.211687,0,2.089508
DOCK7,191.446176,17.090316,30.588483,140.795957,105.745728,4.653019,3.555904,4.093632,7.517051,47.421159,136.75901,5.002094,38.209952,3.624459,175.725935,1.876015,3.067495,2.244866,7.330521,9.892149,2.322536,0.173086,39.826675
DOCK8,1.77423,1.347432,1.874149,3.874844,16.008283,0.704014,57.964673,8.92879,0.692822,0.034025,2.530344,0.756742,49.671762,0.279797,106.042877,20.842981,1.344563,6.085704,5.770912,22.375942,0.461081,0.096414,5.5542
DOCK8-AS1,0.219243,0.405489,0.45396,1.755953,0.352287,0.721306,1.926897,0.178778,0,0.553507,0.542051,1.390697,0.626623,1.29445,0.767587,1.183586,0.434594,1.960316,2.656913,2.716042,2.953332,0,2.734701
DOCK9,5.694271,64.535651,37.176561,1.998681,85.754342,2.45144,0,0.050018,0,0,18.974683,0,4.373422,2.694154,175.708886,4.680326,0.133727,6.717822,0.12772,0.114796,0.526085,0,0.251365
DONSON,26.938368,0.89522,25.874446,1.227424,18.741117,0.139978,17.178519,0.39899,124.38109,115.745713,119.471586,36.351606,109.244543,8.148231,26.2011,87.846017,8.027046,20.458671,25.544902,79.453175,45.441582,51.661856,11.600686
DOP1A,4.206642,0.081432,0,0,0,0.035242,12.209257,97.539943,67.974869,0.236303,0.385594,4.252876,0.771385,0.098493,0.04167,2.368119,107.759273,7.781604,0.067998,0.345817,85.998243,0,0
DOP1B,17.308532,101.44309,23.643805,3.462447,156.146805,4.42105,56.994019,103.641334,11.524654,6.57778,67.550123,99.05007,16.796783,112.17277,11.633178,15.777373,1.153611,14.801034,0.35297,2.682218,60.473241,0,4.701362
DOT1L,11.306828,0,0.416688,18.120659,2.860804,11.134175,2.908178,1.446043,0.981783,6.577743,0,0,0,11.16288,7.55394,0.788262,1.425781,2.71044,0,0.244404,0.112286,0,0
DPAGT1,25.022243,0,113.098954,50.825312,98.160662,91.214186,98.643655,77.619624,13.503635,14.501202,0.494858,0,3.40155,7.77281,0,0,0,33.182442,0,77.306932,71.158532,0,13.378259
DPCD,24.668108,0,3.439132,33.081856,0,0,0,0,6.716939,45.565634,54.209872,33.255535,82.708931,0,122.324707,115.979405,11.027085,130.382361,0,0.795862,167.944701,463.736391,14.976581
DPF1,0,0,0,0,0.222224,0.741864,0,0,1.354169,0.186472,0,0.291799,0,0,1.766783,0.490699,0,0,1.200706,0,17.221398,0,0.172502
DPF2,5.359948,48.603753,8.764367,11.079317,5.573027,41.744937,1.749846,5.622965,4.325755,0.870528,4.452679,2.499873,134.516856,48.838522,25.469486,14.949346,4.122484,11.870411,7.501835,11.799851,3.854091,0,12.733291
DPH1,3.89209,1.624029,6.872453,8.196584,0.249686,0.991323,1.437865,5.378879,3.572529,3.346747,31.453994,1.622747,1.079894,0.617987,0.828404,5.820341,1.607037,1.403339,0,2.836896,0,226.380828,0
DPH3,0.326397,2.889396,1.210979,14.670887,18.249943,22.209677,11.485856,1.060281,0,6.415244,1.224464,0.554433,26.0762,0.096211,17.24733,0.630001,48.397371,68.250049,1.447064,0.860694,0.77886,0.406604,0.191822
DPH5,0.352192,4.291805,0.672821,4.068551,0,0,0.676988,111.817524,0.253086,2.733791,0,0.217024,0.626793,0.476294,120.529928,1.866722,6.680799,6.072539,0,0,0,0,0.202729
DPH6,0,0.56746,111.034836,49.677385,5.350914,0,31.570112,0.564213,87.733441,6.369144,30.611805,87.979227,0.464695,61.904847,23.799013,1.181256,4.854904,48.369156,469.537639,0.079684,1.180667,0,19.957715
DPM1,136.834458,193.346055,21.740347,28.236092,122.6134,112.156859,31.620931,182.752944,219.83619,0,175.506011,0.692257,8.531044,44.650351,38.476493,62.316155,71.987523,40.975647,1.06042,58.593739,104.322955,127.314624,18.656145
DPM2,100.065457,15.478975,120.438565,16.966568,148.689813,113.713077,28.875346,42.354384,49.855801,138.767986,2.745645,7.502734,21.908682,0,0,127.975589,0,4.500879,1.161413,140.122285,33.189211,307.799737,88.087043
DPM3,0,19.025586,0,19.750604,0,0,11.833343,1.356564,86.554539,0,0,0,15.972381,51.01803,0,20.240868,30.560767,9.842368,68.712138,0,92.899276,218.001012,15.994433
DPP3,17.033264,0,6.550311,8.212123,9.456374,0,17.096832,0,7.799555,56.55434,0,0.448581,42.883284,10.880233,10.743021,13.723422,0,22.215271,44.033691,0,0,8.703759,0.1419
DPP6,0.11546,0.101453,1.333561,0.125911,1.990807,0,1.390103,0,0,0.131038,0,0.09541,0.169923,1.188324,0.644721,0,0.068269,0.115491,0.117748,2.009767,0.203067,0,0
DPP8,9.209159,0.329232,31.746696,1.626603,0.079415,0.607523,2.369916,136.282593,0,0.180233,21.772998,0.632455,7.517315,1.786123,42.830273,7.041133,2.726388,94.20631,3.800931,0,0.299644,229.856132,1.77254
DPP9,0.909609,6.052525,14.905207,9.731231,0.310088,3.025801,2.963921,1.103049,0.981297,0.131995,0.380976,1.744952,0,16.52359,1.164231,1.046066,0,21.913692,0.280488,2.924809,18.59082,58.473399,1.605412
DPPA4,8.302748,9.906669,13.050489,7.67338,5.607952,3.777997,9.74861,18.763522,3.286515,7.206084,12.267682,6.198519,4.849456,8.969036,12.125045,4.612961,6.377295,1.403211,13.797364,10.846609,1.973133,1.961847,8.021371
DPY19L3,13.751,11.378191,17.778234,2.720872,1.44906,1.02299,19.037229,20.741088,5.421493,4.764614,2.225416,20.26519,4.702093,0.508271,15.362476,5.334034,1.555424,20.911226,2.571087,1.029212,5.09173,0,2.837788
DPY19L4,0.180716,5.988761,4.315644,0.043685,0.537886,9.6462,0.047042,17.90962,0.286796,0.141408,0.10746,7.188433,0.087517,2.212973,4.212701,0.127424,93.263944,0.034846,0.230388,0.290937,0.0955,0,1.229473
DPY30,501.529595,196.356449,178.535773,198.122899,229.542342,21.027052,44.491696,148.551055,314.583412,464.362531,136.830938,295.036388,126.44566,234.526661,168.15133,214.053848,122.537037,300.76121,134.442711,8.355646,94.910785,362.167526,106.909733
DPYD,2.406785,0,0.15823,1.701591,0.467105,0,0,2.530395,1.600045,0,0.174446,0,0,9.934202,0,0,0,0.408819,2.966177,13.518385,0.195125,0,0.271178
DPYSL2,5.686226,44.885995,0.146842,2.684046,4.647095,1.158126,56.630368,0.478613,5.502643,0,3.592905,0.27368,0.279171,43.57317,7.119142,0.236888,1.856826,64.187715,2.710606,22.683102,3.312731,124.773023,32.11772
DPYSL5,6.614231,4.542087,0,0,0.982445,0.506462,0,0.120273,0.102017,0,0,0.427933,0.83114,0.242402,1.474721,0.103063,1.557333,0,0.254539,0.60267,3.80281,0,1.337676
DR1,1.949927,0.350046,10.187472,0.520162,6.244447,7.757771,33.35308,19.437434,14.900141,6.480755,74.200446,12.338685,21.790247,2.745921,6.392921,11.359358,0.729388,31.965186,111.721045,8.313459,0.594499,47.692507,3.571194
DRAM1,48.956877,6.857572,26.145782,14.556126,9.536921,28.144246,35.86037,3.8049,55.436569,11.393077,12.838693,8.521634,88.080686,59.525514,108.754848,16.602331,21.681846,4.107368,65.825598,99.653689,2.761422,17.464701,25.404521
DRAM2,225.916082,0.495103,72.095852,19.023722,0,0,16.475566,0,0,0.247425,0,0,0,0,71.770675,0,202.932522,0,0,131.108923,25.715388,16.777426,0
DRAP1,43.250954,14.281748,39.66249,31.068235,98.934519,0,22.072364,0,12.145912,0,0,32.832,24.248699,0,4.564461,9.024088,0,12.311294,10.772605,0,7.892913,11.95132,39.088079
DRAXIN,0.68081,0.408628,0.648095,0.171119,0.362581,0.446655,0.385767,0.763832,0.099456,0.251884,0.632604,0.611638,0.829572,0.517688,0.946828,0.670621,0.310252,5.978307,0.877012,1.649606,0.308159,0.000289,0.143284
DRC3,174.441234,100.456554,226.429074,70.744869,221.487521,135.994658,250.096098,84.721175,92.818722,2.775631,142.534059,11.521912,21.655427,129.15273,92.805656,11.59327,41.243119,150.556137,105.012246,87.17972,148.772439,0,149.724817
DRG1,16.408686,19.079299,6.888407,123.689946,119.679319,0,10.716408,80.608633,134.300125,112.709264,36.688673,104.427638,85.575932,2.700008,106.942292,143.165243,25.267053,44.258216,55.396246,198.923228,10.183795,157.14409,1.376133
DROSHA,73.035499,60.670115,2.317549,36.486846,21.083725,92.068779,40.313,12.440746,0,0,0,59.16552,79.272035,19.85687,2.3932,76.719244,1.90055,32.335387,2.296529,30.09776,3.860419,0,41.638467
DSC2,34.827799,53.832255,1.379677,15.218839,1.171319,0.047335,1.079682,54.059434,2.182306,1.569299,0,0.160898,2.652622,1.835595,0,0.508092,6.023056,0,13.677176,0.498841,0.124393,0,14.63015
DSE,0.376699,24.674349,0.034758,0,3.180086,0.28607,6.761314,0.275795,0,5.484904,0,0,0.087599,3.400559,0,2.46421,4.569592,0,0.105041,0.309183,0,0,0
DSEL,43.745681,0.113696,0.265051,3.275243,2.509577,4.0563,0.18556,13.67185,0.235909,0.065759,3.112289,39.24372,0,0.095957,0.866059,0.118057,5.057775,0.045756,9.053376,0,0.92612,0.021127,0.070937
DSG2,2.051532,0.217587,0.640753,0.044364,0,0.343799,9.796779,20.16121,1.169731,2.136409,0.051133,0,1.082043,27.427241,0.637911,6.224296,3.733117,8.780955,23.472015,4.569543,2.482504,12.933767,16.109638
DSG3,5.456096,36.237867,0.048524,18.225503,0.15531,0.048561,0.241098,0.162038,0.095462,1.314378,1.081847,4.128399,0,0.119628,7.006806,0.217721,0.114559,3.490375,0.072681,0.190419,0.128254,0,0.039846
DSN1,1.933996,1.120596,0.832638,0.16648,1.675728,0,0.944627,2.974345,3.64766,10.049636,4.962563,0,28.436251,1.554067,22.943663,7.83876,2.564778,1.807417,1.631861,9.432761,2.494138,0,29.079274
DSP,59.099271,189.497997,36.15458,88.027722,100.778817,64.309435,68.434172,55.766007,234.926339,1.649721,59.045939,155.787299,82.811637,65.657329,12.580415,129.267174,94.388158,29.674084,69.493313,7.80874,24.207832,119.189176,5.044311
DST,235.766271,649.835805,1.003441,0.057393,508.14121,59.762645,6.857036,12.028341,596.133593,1.669465,0,45.161471,103.330637,0.888438,22.562458,58.020356,0,26.204051,0,10.666281,0,64.69724,26.01329
DSTN,232.178558,243.192687,186.652089,333.616003,699.716456,252.115651,319.830486,337.471769,193.358743,347.779804,167.202165,271.423049,93.974258,154.473062,136.703809,155.927438,244.550119,183.190421,368.54881,107.647275,167.040281,225.69134,209.363608
DSTYK,1.690877,3.272687,0.641273,5.283584,21.825051,16.09665,13.183123,3.634733,0.052347,0.034512,34.830692,22.417332,13.13747,4.334846,1.917159,1.680102,0.6185,0.032883,1.883683,10.315475,2.280863,0,2.166589
DTD1,1.683991,6.004484,0.604324,1.787012,0.532744,3.277897,8.980714,1.598831,13.279704,1.078128,0.626035,1.232333,0.098344,1.947714,91.958767,5.832765,0.479514,5.0886,3.684822,292.092826,6.607917,0.20908,1.300625
DTD2,34.809414,0.946511,1.268639,6.325923,6.651961,0.107923,2.171931,86.589151,0,0.146869,2.913714,0.136581,1.185827,4.270475,0.813995,3.011432,0.336395,31.542175,3.493051,1.232166,2.465479,2.76142,1.887931
DTNA,329.981806,368.883065,8.457035,280.508742,42.346211,0,0.769943,14.964729,186.196278,3.188375,1.928462,8.809036,34.685842,0,67.729167,0,1.877761,0,11.428617,0,5.046476,0,1.63713
DTNB,30.697196,0,0,0,0,0,43.501305,1.259203,0,0,0,0,0,108.705618,2.788332,0,0,6.460542,0,42.189751,0,0,0
DTWD1,13.732201,2.148726,67.514601,0.041055,6.31447,1.872473,108.069856,43.961667,2.770379,192.486307,1.704338,4.578268,2.563561,38.14688,54.53854,33.167656,100.073187,38.217652,21.126764,0.307726,5.779145,0,0.024929
DTWD2,0.724431,0.2436,16.475397,0.052036,0.959439,6.869273,7.634956,0.175185,10.23039,0.0488,0.358038,0.231703,0.050541,0.174889,0.101877,0.703176,0.067604,0.288083,0.301515,2.131501,0.065112,0,0.191022
DTX2,0,1.141925,0,0,2.425414,5.265944,89.436165,2.959299,0.396065,6.948968,9.538869,1.317243,1.100033,1.411398,0,3.076287,2.278362,6.632888,0,0.580917,11.984932,0,2.791297
DTX3L,17.920705,16.528977,35.981432,3.040345,28.30385,1.4124,24.916511,10.219519,13.599958,0.604717,0.18604,0.061386,5.491296,14.613974,1.997031,10.048714,21.209395,3.505572,0.147864,2.296393,0.564932,33.543497,0.307202
DTYMK,17.8944,11.974541,2.009121,1.849183,1.227096,4.877495,213.491905,2.476151,0,57.612685,84.567249,14.835624,27.937561,0.95206,120.674966,24.372344,103.765091,113.564949,3.062038,0.807851,24.788838,201.835011,253.996855
DUOX1,0,0,5.603862,0,0,0.934968,32.377022,0,5.835232,0.423951,26.010381,0,4.987397,9.375812,15.755481,8.667195,2.99994,32.531455,30.524154,0,17.506476,0,0
DUOX2,0.166499,4.899749,0.210759,0.561395,0.485473,0,0.232288,0,0,0.278009,0,3.480338,0.560866,0.277808,29.947968,0.060117,0.346085,0,0.505718,0.416549,0.073714,0,0.09279
DUSP1,35.973803,148.675058,7.223564,349.346912,272.382235,728.038893,494.233423,319.714896,97.239157,18.219048,34.474796,28.973215,98.13963,497.327724,239.164424,585.005756,763.869664,377.181944,93.450077,1032.023819,773.319072,120.83001,20.030207
DUSP10,43.272004,465.242425,1.028422,88.55361,69.153843,0.835999,200.394414,258.370731,54.59908,0.764874,0.744672,0.705064,35.139866,668.448393,114.297627,24.995849,184.66589,136.823125,71.636061,114.965615,0.543113,1.164465,68.743528
DUSP11,97.047191,67.527443,26.716473,0.75376,121.848362,0.938675,29.892609,3.633898,0.116884,0,2.386528,15.26431,24.650354,24.079285,0.697323,5.059362,8.103595,190.885654,10.655228,0.503405,4.320334,0.536811,103.745412
DUSP12,47.811484,29.676217,97.176967,0,25.518578,1.020912,11.504021,11.025294,6.362646,0,0,31.223372,28.99197,1.198896,10.0305,19.046587,0,2.678958,103.093959,0.382792,264.143917,0.180855,28.749145
DUSP16,2.471027,321.151315,108.70942,0,13.454407,1.663743,3.665406,186.687733,3.15466,0,0,27.452792,1.093937,255.849305,2.5413,77.216724,47.555355,22.442504,9.976034,19.420636,0.074288,180.692508,0
DUSP18,0,0,1.915539,0,0,0.620272,25.755695,11.27813,0,1.612372,2.090969,0.509532,5.641029,0.70421,22.639052,0,1.782917,6.58532,0,0.304158,0,0,0.511767
DUSP19,0.956422,0.288018,0.380405,0.828928,0.051197,1.896502,0.304171,0.391426,0.131946,0.624056,0.268605,0.090725,0.182579,0.346338,0.287458,0.271051,0.073083,0.040623,0.209129,0.09453,1.137735,0,0.267384
DUSP23,0,30.49786,11.105189,0,0,0,12.774857,0,0,0,157.399334,14.610396,14.529026,67.10232,1.417895,31.537526,0,0,1.71995,67.719961,111.485169,19.463542,28.562444
DUSP28,35.288972,0.3005,0.122935,2.714758,0.124581,2.044937,6.586733,1.04444,0.129908,7.826637,1.259051,0.273889,0.108171,0.273366,0.425641,1.030012,0.455786,0.09183,0.197595,2.181436,0,0,0.541825
DUSP3,20.249328,8.872666,114.146236,0.350372,92.191313,2.108594,246.871705,0,69.201548,41.363166,4.585395,5.424613,16.651215,134.757085,7.767672,116.324049,15.130693,2.564292,120.853149,25.003238,10.888742,1.082317,22.994459
DUSP4,0.22793,37.377114,0.196738,0.071597,0,10.439174,0,0.392671,1.174498,35.239048,4.332327,0,8.813318,6.745825,0,14.917003,142.947253,6.376607,1.234752,1.010531,35.542252,0.39423,13.356527
DUSP5,166.905292,1.423673,93.017184,114.417376,7.64359,173.076184,147.102529,165.443222,150.705908,3.998614,4.366012,3.700897,116.797798,60.783032,63.444665,177.802529,233.157738,175.582432,270.104592,16.603435,190.254592,17.165442,21.493161
DUSP6,0,4.814785,0,0.19921,0,0,0,249.871628,1.180397,0,0.169537,0,22.471201,300.509085,0,0,105.547662,1.916034,41.983495,0,46.102353,84.242365,0.148199
DUT,7.554685,28.683537,25.677838,0,3.275616,0,0.808042,1.018155,0,31.045537,14.923915,0.478647,60.564052,43.106051,33.855215,40.755511,1.648977,46.881393,14.57555,47.017959,1.984236,181.552971,37.108521
DVL3,9.613945,25.501902,0.074653,0.041671,0.088559,0,5.730306,4.495175,25.792644,0,10.982895,3.346499,22.797903,13.884741,2.922856,12.829545,15.565693,0.452575,12.953387,0.105984,77.262973,1.631009,0.224941
DYM,12.593722,1.102988,47.253371,16.356743,0.361444,41.190184,48.070138,12.242783,48.203979,6.635256,0,117.805569,14.502219,27.2092,4.225731,15.128814,12.453991,55.587829,3.787788,0.470414,0.526033,1074.446436,0.123332
DYNAP,1.432042,3.663254,0.238907,0,2.031372,0,2.864323,0.101542,22.308338,19.673374,0.143996,0.282272,50.10156,9.405476,13.412902,2.02228,0,0,1.592732,16.214447,0,0.157483,0.418091
DYNC1H1,168.436589,216.409008,175.037013,25.292281,545.344572,215.981491,72.917339,264.817114,148.463893,39.525946,71.523762,145.734961,164.720306,80.15128,116.291733,152.520197,230.292205,46.645862,76.215346,122.010832,149.473983,0.770975,335.187225
DYNC1I2,9.712944,20.989738,40.323827,45.284019,224.739751,169.802107,18.35774,18.243881,25.92738,27.255035,84.363868,57.70417,3.353423,64.598847,42.291429,100.421625,125.486545,17.123415,35.572856,6.33637,1.012701,72.992126,28.835065
DYNC1LI1,15.948373,0.109465,17.032139,2.159168,4.118781,0,26.357146,3.558941,0,19.709692,44.912015,31.138643,18.247368,0.952988,6.592844,57.736634,2.42515,7.943453,13.738856,3.204089,4.408067,0,17.540144
DYNC1LI2,0.491583,87.156649,241.354888,6.1153,88.124796,371.633284,63.594275,48.849939,102.037389,0.069144,6.036018,105.43067,0,11.780968,23.963787,35.607331,73.305868,23.471205,25.242967,20.70189,0.089222,0.062937,0.071339
DYNC2LI1,0,26.852942,44.619057,4.973361,0.376885,174.204886,6.582953,0.779978,25.877254,3.819398,13.269765,93.110825,0.167861,178.877429,3.611932,5.562032,1.431937,7.786708,107.004375,33.37624,76.071904,14.5105,18.351295
DYNLL1,1492.895476,1678.307357,638.538066,3352.752993,1290.633747,1901.880385,1570.229934,2338.251012,1906.19056,1609.301793,734.562348,1247.147565,1747.868372,1175.295328,1193.716052,1584.428575,1484.06921,652.872023,1612.534158,1589.841037,612.249308,578.299878,272.390588
DYNLL2,1.070674,10.188857,0.479185,0.669359,1.906369,0,0.842209,0.042094,18.583448,0.131898,0,0.142311,1.257717,0.04439,3.003403,3.134403,0,11.36962,0,0.049819,0,0.072487,0.029264
DYNLRB1,433.520318,512.2577,277.852014,578.155494,653.195466,563.627088,144.347668,91.863549,270.773814,246.227392,829.438933,290.18857,93.113603,161.786596,160.418202,566.84693,419.985519,339.743541,519.513472,224.122539,498.774956,36.413441,293.819938
DYNLT1,60.712912,198.093943,325.185865,0.10652,309.207583,0.766453,322.262969,82.828763,177.30679,329.691794,121.735304,171.928359,205.46005,195.18278,114.085623,297.268659,84.832159,74.789142,64.461544,0.257653,38.119725,173.276648,388.523892
DYNLT3,16.137576,47.511956,44.236626,57.443919,53.248963,0.703605,33.122109,22.865606,35.407863,10.723124,78.878697,45.187357,6.560932,4.564883,29.246769,116.515424,25.201357,64.55648,17.697345,2.938822,6.719788,0,2.583798
DYRK1A,51.424528,20.412659,4.407374,19.019895,41.626208,56.378202,233.16189,53.360863,54.229973,17.330923,91.425354,4.599449,122.268093,65.630545,29.919357,6.988003,1.668921,15.210194,83.265489,27.695662,11.193624,0.112273,17.320603
DYRK2,0,0.515574,0.58033,0.983325,40.400494,0,20.723656,0,0,12.120083,0,0,15.883602,0,2.35086,0.696485,68.576134,0.315879,4.540754,18.647559,0,0,0
DYRK4,36.956538,0,0,0,0,0,103.303285,0,0,1.021336,0,0,0,0,0,11.840523,8.336211,3.887853,0,0,0,49.918875,33.803834
DZANK1,15.62139,22.214187,0.64655,14.439988,0.91043,1.087097,1.270047,0.811171,1.113918,0.594213,0.232799,0.541015,0.76911,1.354273,1.020131,1.188942,2.407025,0.505052,2.111735,106.145964,2.941518,0,2.409131
DZIP1,0.215651,0.14567,0,0.767209,0.083834,0.424226,0.31888,0.144407,0,0.188547,0.507527,0.050014,10.980569,0,0.24747,0,0.054178,0.306914,0.127772,0.204964,0.05779,0,0.062874
DZIP3,0.568782,57.738484,0.173705,54.450596,0,0.138671,33.716925,6.55091,16.045553,4.771935,50.604134,1.259618,2.101792,0,4.124152,4.24185,0,0.260972,0.172082,10.329894,13.224217,0,36.57292
E2F2,0.889056,0.337614,0.305207,0.426069,0,0.54888,0,0.804932,0.300476,0.07285,0,0.322174,7.501587,0.095044,4.179566,20.511932,22.879943,45.426617,0.359163,33.211275,0.101744,0,2.178836
E2F4,7.275951,0,16.38146,17.674982,11.522397,1.076814,0,0,19.301726,0,41.65949,0,118.132268,0.85307,27.592646,0.431865,1.90309,6.502237,0,6.194134,0.269534,0.253684,0
E2F5,1.86229,7.584258,0.377377,23.003852,0.527838,0.09328,32.222647,0.141777,12.618449,10.348039,0.54045,0.053561,0.63875,3.361474,6.928522,43.522172,1.190915,4.94085,0,2.938393,1.068953,0,0.604349
