Cell_Ids,Cluster,OR10A2,OR10G3,OR10H1,OR10H5,OR10J1,OR10K1,OR14J1,OR1A1,OR1D2,OR1I1,OR1M1,OR2A5,OR2AG1,OR2AG2,OR2AT4,OR2B11,OR2F1,OR2G6,OR2L2,OR2M3,OR2M4,OR2T12,OR2V2,OR4D1,OR4D9,OR4F17,OR4K13,OR4K17,OR4K2,OR51M1,OR52A1,OR52E4,OR52I1,OR52K1,OR56A1,OR56A4,OR5A1,OR5A2,OR5AS1,OR5AU1,OR5H14,OR6C75,OR6J1,OR6K3,OR6Y1,OR7A17,OR7C1,OR7D2,OR7D4,OR7G2,OR8A1,OR8B8,OR8H1
SRR5023418,1,  0.000000,  0.000000,  1.756979,  0.555091,  1.869076,  0.875538,  0.336216,  3.539112,  0.000000,  0.821639,  8.554543,  0.000000,  0.000000,  0.364773,  5.024472,  2.497427,227.569616,  1.038663,  0.981753,  1.299333,  0.627772,  1.175350,  0.076841,  0.077354,  0.082603, 10.662812,  0.151736,  0.000000,  0.000000,  0.000000,  0.280545,  2.407076,  0.796065,  0.000000,  6.506093,  0.000000,  0.000000,  0.000000,  0.804466,  0.187167,  0.000000,  0.135029,  0.000000,  4.791304,  5.636848,  0.000000,  0.167607,  0.539795,  0.645436,  2.682523,  0.568169,  0.000000,  0.111354
SRR5023419,1, 0.377068, 0.000000, 0.216423, 0.054710, 0.950347, 5.947277, 0.346641,14.467788, 0.048280, 3.575797, 0.000000, 0.653194, 0.028217, 2.646061, 2.311657, 0.000000, 0.000000, 0.000000, 0.050916, 3.284110, 0.000000, 0.000000, 0.000000, 1.245140, 0.086755, 0.000000, 0.000000, 1.619399, 0.000000, 0.320501, 0.000000, 0.000000, 0.000000, 1.055670, 0.609330, 0.125878, 0.712378, 0.000000, 0.173038, 0.029099, 0.031633, 0.000000, 0.713013, 5.401194, 0.000000, 0.086760, 2.110852, 0.000000, 0.098871, 1.757509, 6.844570, 0.000000, 4.437237
SRR5023420,1,  0.228932,  2.092384,  2.793922,  1.868388,  0.000000,  0.137603,  5.263876,  4.622810,  2.610928,  2.416015,  0.766342,119.503155,  0.051750,  0.100097,  4.788719,  0.383383,  2.213064,  0.144231,  0.093047, 16.679638,  0.084868,  1.365479,  5.956903,  1.670239,  1.363091,  0.519211,  0.000000,  2.634127,  0.244612,  0.000000,  0.081923,  0.124332,  0.360779,  7.515973,  0.809106,  0.115151,  1.635245,  0.245689,  1.049307,  1.163390,  0.644416,  2.934892,  0.161277,  0.796165, 15.662004,  0.000000,  0.210480,  1.260654,  0.326822,  1.496159,  6.631307,  0.118710,  0.162822
SRR5023421,1, 0.175341,40.255684, 6.917491, 1.861307, 1.633186, 3.651118, 1.822508, 2.161182, 1.902931, 2.402817, 2.286281, 0.715650, 0.000000, 1.407137, 1.533412, 0.086762, 1.523240, 0.221909, 0.062936, 7.724218, 2.381851, 0.307450, 7.171020, 0.333297, 1.807757, 3.057332, 0.273939, 3.979069, 0.085523, 3.463782, 0.081183, 0.000000, 8.876604, 5.634384, 0.029368, 0.159780, 2.013651, 0.053868, 4.123766, 1.022787, 0.174872,19.773242, 1.713625, 0.313702, 7.247033, 0.098203, 1.808343, 1.295549, 0.718385, 0.729225, 0.060335, 0.982946, 6.506041
SRR5023422,1, 0.120116, 0.000000, 1.671462, 0.567756, 0.000000, 0.160702, 2.513695, 4.584026, 5.197186, 4.394087, 0.987016, 4.817390, 0.031554, 0.318362, 6.656946, 1.931539, 0.000000, 0.137332, 1.045250, 7.436951, 4.138579, 0.696655, 3.515332, 0.543590, 4.234773,23.530679, 0.653346, 3.420702, 0.077302, 0.349084, 0.106105, 0.326836, 2.755435, 4.000677, 0.356184, 1.734338, 1.606378, 0.026448, 7.308679, 1.575143, 0.000000, 9.624666, 2.169085, 4.933878, 2.434515, 0.000000, 2.553977, 1.245665, 0.413359, 1.279659, 2.437032, 1.036586, 0.000000
SRR5023423,1,0.041734,0.000000,0.000000,0.126954,3.738070,0.446128,0.000000,0.548824,2.135570,0.566179,0.000000,1.439488,0.000000,0.227611,0.259553,2.516815,0.000000,0.000000,0.000000,0.211208,0.000000,5.324841,1.202999,0.000000,0.066863,0.000000,0.712702,6.364418,0.141791,0.443077,0.305896,0.075406,0.000000,0.000000,5.874468,0.074975,0.776077,0.000000,0.762983,0.948643,0.058750,0.000000,0.330425,5.818598,0.843255,0.070844,7.779092,3.929586,0.049435,0.000000,0.051691,0.000000,0.000000
SRR5023424,1, 0.187248, 9.662636, 0.274006, 0.530864, 0.000000, 1.825412, 0.762956, 2.341571, 0.000000, 1.715707, 1.121662, 3.686369, 0.039449, 0.000000, 4.206661, 0.054214, 0.000000, 5.628365, 0.000000, 3.909792,10.108548, 0.501066, 1.699961, 0.358620, 1.564023, 4.803385, 0.110836, 1.409124, 0.592126, 0.000000, 0.402151, 0.000000, 0.179414, 4.617508, 5.297041, 6.771357, 1.239108, 1.456822, 1.070680, 1.496448, 0.000000, 0.660472, 0.978153, 1.560452, 4.123496, 0.350010, 1.887691, 0.116625, 0.231016, 1.110307, 0.048129, 0.404337, 4.324931
SRR5023425,1,0.274186,1.766440,5.608207,6.480571,0.129238,1.364712,9.155668,5.944511,0.949267,3.088178,0.447787,1.499584,0.123693,0.361266,0.811045,2.517142,0.000000,0.547488,2.752894,4.149734,1.726515,1.036318,7.345683,0.868441,0.156362,0.000000,0.058371,0.425178,0.848904,0.000000,0.148007,0.000000,2.176126,3.879591,0.680302,0.142176,3.064031,0.000000,2.705736,4.186821,0.042274,4.413027,0.156979,5.587344,5.722473,2.001561,0.354513,5.390408,0.457896,1.791372,0.071071,0.113432,4.947572
SRR5023426,1, 0.145830, 4.377630, 1.172152, 3.793831, 0.311444, 0.420295, 2.862682, 0.256484, 3.531190, 2.616221, 0.000000, 5.353324, 0.039552, 0.402312, 4.778127, 2.804937, 1.956675, 4.706460, 0.671512, 6.161656, 0.060176, 0.433264, 0.493382, 6.339612, 3.458636,17.655310, 0.055257, 0.000000, 0.000000, 1.749034, 0.098303, 0.302155, 1.600955,10.100200, 0.000000, 3.413822, 0.200146, 1.740918, 4.193427, 1.655815, 0.041294, 4.248449, 1.595154, 0.195476, 0.805165, 7.031151, 0.787831, 5.097985, 0.488643, 2.134813, 0.221312, 1.602640, 6.167887
SRR5023427,1, 0.195344,15.967180, 2.323994, 1.363327, 0.246475, 4.181377, 7.894980, 8.534578,10.679915,12.971241, 1.046966, 0.524216, 0.037509, 0.248281,10.601662, 3.328685, 3.094355, 0.054949, 0.082419, 6.403269, 0.322002, 1.316020, 7.299191, 1.048320, 2.841962, 5.924812, 0.107165, 0.585733, 0.000000, 0.474880, 0.031906, 0.276752, 1.845335, 1.071187, 1.537138, 0.911455, 2.959890, 1.533160, 8.013937, 1.180321,24.869647,26.343347,10.623056, 0.974699, 5.500463, 0.429920, 2.292031, 1.664830, 0.080380, 0.693300, 9.473939, 0.331116, 0.363756
SRR5023428,1, 0.000000,14.970677, 6.627839, 4.703872, 0.000000, 1.940328, 1.187314,16.111300, 0.000000, 5.955661, 1.441936,13.850236, 0.000000, 0.000000, 0.254015, 1.203013, 4.634247, 0.062172, 0.000000, 4.147882, 0.891046, 0.244510, 0.132010, 0.061116, 1.246100,25.528309, 0.000000, 3.097991, 1.195781, 2.220505, 0.652254, 0.076353, 3.716632, 0.000000, 0.000000, 0.078258, 0.653531, 1.776203, 5.180047,13.305805, 0.490527, 3.323753, 0.098967, 0.438821, 0.126787, 0.000000, 0.044583, 0.000000, 0.058152, 0.508754, 0.040932, 0.000000, 0.760430
SRR5023429,1, 0.450614,26.366913, 1.388480, 0.000000, 0.000000, 0.068039, 0.507587, 0.236765, 0.000000, 1.254677, 4.299096, 0.053349, 4.177866, 0.846521, 3.351972, 0.077723, 0.000000, 0.047401, 0.051195, 0.234297, 4.150021, 0.330140, 0.063578, 0.129468, 0.064408, 0.000000, 0.128722, 0.049986, 0.000000, 0.000000, 0.000000, 0.000000, 1.396678, 0.278686, 0.000000, 0.000000, 0.879468, 0.000000, 3.551171, 0.596880, 0.000000, 0.000000, 0.000000, 0.000000, 0.257507, 0.275843, 0.166609, 3.256245, 0.000000, 0.191207, 0.000000, 0.182699, 0.000000
SRR5023431,1, 0.172874, 9.114640, 0.349659, 0.175008, 0.000000, 1.341704, 0.550205, 4.312926, 0.000000, 0.757044, 0.380048,77.699793, 0.000000, 0.664510, 0.938043, 0.280094, 0.000000, 0.441236, 0.409723, 5.208670, 0.000000, 0.137686, 8.996375, 0.417077, 0.153174, 3.539040, 0.397986, 0.692440, 0.000000, 0.000000, 0.142871, 0.000000, 0.489374, 3.044958, 0.000000, 0.083062, 2.680846, 0.354841, 1.023830, 1.535582, 0.000000, 4.380081, 0.355060, 1.894024, 1.965404, 0.101916, 1.434109, 0.688213, 2.059869, 4.748655, 0.000000, 0.000000, 0.210175
SRR5023432,1,  0.187212, 23.346058,  1.333196,  5.341535,  0.000000,  2.941222, 12.584893,  1.719340,  4.341729, 10.367390,  1.558571,  3.634748,  0.049789,  0.185118,  6.264978,  4.592819,167.081577,  1.335782,  0.493614, 13.609280, 11.058537,  1.599238,  8.239318,  5.230140,  0.816670, 65.548430,  0.673120,  0.343498,  0.219537,  3.012818,  0.825472,  1.338101,  4.641616,  2.853765,  1.368722,  0.357557,  6.295620,  4.285395,  3.072834,  7.979038,  0.000000,  6.000457,  2.365215,  0.301250,  2.105972,  2.412832,  0.729909,  3.281162,  2.474819,  1.287357,  0.137590,  0.183520,  5.469934
SRR5023433,1, 0.075613,32.835883, 0.750852, 3.956155, 0.260609, 1.612880, 9.316909, 1.512074,10.807628, 9.357734, 1.298442,13.707635, 0.416675, 1.170615,11.218180, 1.247950, 0.000000, 0.387223, 0.087341, 4.014077, 0.000000,54.657196,20.430269, 0.096233, 1.518060, 3.055257, 0.066270, 5.867083, 0.633984, 1.109747, 1.209051, 0.232823, 1.140782,22.293558, 0.000000, 0.249699, 3.774768, 0.120348, 3.004894, 1.994725, 0.410897, 2.300767, 1.924097, 0.270231, 0.000000, 0.215210, 0.632254, 0.562237, 2.102580,13.785804, 7.652848, 0.113813, 2.155342
SRR5023434,1, 0.000000, 0.389409, 0.116348, 2.183664, 0.000000, 0.091226, 0.945210, 5.025190, 0.196519, 3.285904,12.131412, 0.000000, 0.000000, 0.000000, 0.035709, 0.130428, 0.000000, 0.114681, 6.421673, 2.681936, 0.000000,57.719791, 0.908880, 1.247571, 1.065929, 5.897772, 0.000000, 0.000000, 0.000000, 0.000000, 0.502040, 0.000000, 7.012381, 6.675698, 5.163983, 0.000000, 0.033532, 0.000000, 8.798542, 0.038807, 0.000000,13.449270, 0.000000, 4.130019, 2.979987, 1.719390, 0.051398, 0.000000, 2.339713, 4.959869, 0.081068, 1.301050, 0.000000
SRR5023435,1,9.307004,1.070942,0.150750,1.003656,0.061336,3.468252,1.135313,0.216426,0.000000,3.451629,0.000000,0.000000,0.000000,0.694063,0.160882,0.141479,0.000000,0.983905,1.506050,1.563078,1.170227,0.000000,0.000000,0.234361,0.000000,2.985367,0.000000,0.000000,0.286534,4.135787,0.000000,0.000000,0.150507,3.853639,0.095871,0.000000,0.300463,0.000000,0.198568,4.483030,0.000000,2.071073,0.058181,0.000000,0.000000,0.068747,0.549220,0.079839,0.148855,0.268508,0.000000,0.000000,4.489226
SRR5023436,1, 0.198845, 0.000000, 0.718435, 0.688070, 1.929064, 0.203489, 2.160827, 3.975964, 0.000000, 0.305189, 1.483576, 1.451723, 0.040198, 0.000000, 0.522054, 0.992006, 1.854253, 0.062452, 0.080445, 2.954675, 0.000000, 0.000000, 0.514647, 0.000000, 1.035872,22.776007, 0.000000, 0.070785, 0.000000, 0.000000, 0.370878, 0.000000, 0.000000, 0.000000, 0.000000, 0.498608, 0.279626, 0.000000, 9.453465, 1.509205, 0.000000, 0.155152, 1.696731, 0.775560, 0.000000, 0.112467, 0.057779, 0.828607, 0.950201, 0.000000, 0.000000, 0.094797, 0.000000
SRR5023437,1, 0.277243, 0.789602, 2.321558, 2.756679, 0.000000, 0.000000, 3.886552, 7.516730, 1.127708, 3.684914, 6.203832, 0.856700, 0.789854, 0.190957, 8.215466, 2.563647,15.344122, 2.029202, 0.264452,19.670216, 0.000000, 0.641734, 4.116650, 0.100215, 2.398396,12.145797, 0.320464, 4.107123, 0.073084, 0.879098, 0.000000, 0.113842, 1.918643, 8.977225, 0.049294, 0.552043, 1.139988, 2.521587, 6.821938, 0.313816, 0.290329,12.253351, 3.794448, 2.873370, 0.215493, 0.763920, 1.416640,33.201817, 0.000000, 0.489134, 3.218816, 0.447138, 2.792843
SRR5023438,1,  0.270042,  7.651410,  0.434621,  3.793240,  2.225238,  0.414526,  4.590211,  5.308418,  0.275163,  7.193974,  0.143783,191.251659,  0.000000,  1.111092,  2.109070,  0.059256,  0.000000,  3.332854,  0.352128,  2.088164,  0.382160,  0.090084,  6.016321,  0.000000,  0.282909,  0.413871,  0.296668,  0.035274,  0.000000,  0.000000,  0.054395,  0.790727,  1.887231,  1.189946,  2.624473,  0.153596,  0.000000,  0.000000,  3.232352,  0.087163,  0.000000,  4.423560,  0.000000,  5.766620,  0.351211,  0.124151,  0.043456,  7.002469,  0.351145,  0.306373,  0.027394,  0.071123,  9.289988
SRR5023439,1, 0.000000,33.924980, 0.177965, 1.341591, 0.000000, 0.151964, 0.419582, 0.592406, 0.000000, 0.195498, 0.184825, 0.030934, 0.000000, 1.032802, 5.831432, 0.084358, 0.000000, 0.000000, 0.000000, 4.178554, 0.000000, 0.782200, 0.624385, 0.000000, 0.000000, 0.000000, 0.000000, 1.786442, 0.040430, 0.329943, 0.752493, 1.870039, 0.000000, 0.089160, 0.000000, 0.138551, 0.230863, 0.000000, 1.427413, 0.064762, 0.000000, 0.000000, 0.794514, 0.289805, 0.756104, 0.157668, 0.336442, 5.444423, 0.447636, 0.202930, 4.223197, 2.884467, 0.000000
SRR5023440,1, 0.000000, 0.997689, 0.679148, 2.401416, 2.115441, 0.412374, 0.871847, 6.294415, 0.000000, 1.418758, 2.319063, 1.472901, 0.000000, 0.268634, 0.611749, 0.119160, 5.778663, 0.126990, 2.382086, 1.097428, 0.555617, 0.549454, 8.339237, 0.765501, 1.842321,10.301353, 0.059664, 0.000000, 2.491393, 0.000000, 0.363042, 0.000000, 0.383494, 0.478616, 0.002639, 0.105299, 6.941735, 0.112095, 6.233000, 0.900453, 0.044453, 2.768998, 1.941335, 7.998420, 0.937353, 2.642637, 0.290659, 0.732182, 0.091033, 0.269596, 0.000000, 0.000000,14.151049
SRR5023441,1, 1.167278,38.123106, 0.000000, 1.576340, 0.000000, 2.833888, 0.095580, 5.675829, 0.000000, 1.874858, 0.000000, 0.000000, 0.000000, 0.369970, 0.034683, 0.000000, 0.000000,10.140444, 0.076465, 1.677575, 2.584021,25.547226, 0.153185, 1.216920, 0.137668, 0.000000, 0.000000, 0.000000, 0.437183, 0.000000, 0.000000, 0.000000, 0.558341, 0.207260, 0.000000, 0.623822, 0.000000, 0.864434, 2.345752, 0.000000, 0.000000, 0.550059, 0.095495, 0.261386, 2.928463, 0.193933, 0.109161, 5.890777, 0.000000, 0.241830, 0.104243, 0.083901, 0.112791
SRR5023449,3, 0.078008, 0.000000, 0.490515, 0.966185, 0.447533, 0.084038, 1.533569, 4.862579, 4.818895, 6.687495, 3.733292, 0.027555, 0.000000, 0.120777, 1.683551, 0.041999, 0.000000, 0.101345,34.384223, 4.310667, 0.168173, 0.207000, 0.288391, 0.281703, 2.688521, 4.536908, 0.000000, 0.678020, 0.200479, 0.154808, 0.051292, 1.303831, 0.158899, 0.215694, 1.770693, 0.000000, 1.315314, 0.102859,12.432411, 0.794791, 8.898425, 4.759563, 0.000000, 0.000000, 0.299143, 0.784290, 0.352273, 0.167872, 0.250638, 1.166406, 0.040080, 6.294315, 1.964450
SRR5023450,3, 0.000000, 8.990184, 0.689222, 0.769558, 0.000000, 0.050673, 0.113393, 0.393690, 0.916910, 0.232844, 0.407118,28.281618, 0.000000, 0.095623, 1.438826, 0.000000, 0.000000, 0.000000, 0.042189, 0.484102, 0.034679, 1.308601, 0.043709, 0.081578, 1.537113, 2.685200, 0.032014, 0.000000, 0.000000, 0.212649, 0.063466, 0.000000,11.544735, 0.000000, 0.000000, 0.049645, 0.758305, 0.704131, 5.601540, 1.154947, 0.000000, 0.791007, 0.000000, 0.000000, 1.162394, 0.058397, 0.048021, 0.113499, 0.043017, 0.203046, 0.419579, 0.048201, 0.075639
SRR5023451,3, 0.044411, 0.000000, 0.250897, 0.441735, 0.000000, 1.701380, 9.491537,11.604873, 2.713612, 1.620441, 2.365874, 1.270934, 0.096056, 0.000000, 0.299100, 0.000000, 6.146022, 0.097581, 0.243067, 1.442219, 0.206518, 0.088751, 0.690105, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.150445, 0.000000, 1.926718, 0.000000, 0.125983, 0.000000, 0.000000, 0.086323, 3.224933,11.623913, 0.038470, 0.031671, 4.311653, 1.127587, 0.000000, 0.661954, 0.727179, 0.687411, 1.357014, 0.203565, 0.000000, 0.079757, 0.000000, 5.530465
SRR5023452,3, 0.000000, 0.000000, 0.955745, 0.659682, 0.000000, 0.164881, 1.961247, 2.149445, 2.580360, 0.485573, 0.076689, 0.052463, 0.000000, 0.000000, 0.429590, 0.149282, 1.170764, 0.028044, 9.661561, 5.192622, 0.000000, 5.049791, 0.715244, 0.082926, 0.030281, 5.094728, 0.026021, 0.000000, 0.025807, 0.101981, 0.174468, 0.000000, 1.035502, 0.000000, 0.016541, 0.083930, 0.631810, 0.000000, 9.439762, 0.019165,40.493819, 1.402886, 0.651558, 0.000000, 0.520582, 0.000000, 0.155925, 0.123363, 0.000000, 0.058282, 0.000000, 0.000000, 0.000000
SRR5023456,0,0.151094,1.481361,0.450037,0.319787,0.232203,0.132825,1.023463,0.534677,1.876298,2.815512,0.329314,6.651121,0.110516,0.000000,1.223291,0.440527,2.351154,1.718834,0.197468,4.483692,0.718794,0.564388,0.710255,0.194854,0.591266,3.147270,0.037543,1.134256,0.350372,0.792146,0.064052,0.068680,0.684572,0.668406,0.389495,1.663047,1.142321,0.301709,2.756975,0.033312,0.000000,3.323296,0.238640,0.828384,1.820508,0.382959,0.118249,0.462680,0.372742,0.000000,1.552422,0.180038,0.169657
SRR5023457,0, 0.912660, 2.132709, 0.205147, 1.947482, 1.271535, 0.882192, 1.557474, 1.873294, 0.056727, 5.013712, 0.847913, 4.325407, 0.032580, 0.063704, 5.879811, 1.309887, 4.658312, 0.138084, 5.566941, 4.105947, 1.483794, 0.298422, 0.000000, 0.610407, 2.459237,11.694905, 1.300948, 0.063682, 0.449973, 1.908410, 0.050383, 4.952142, 0.943683, 0.642200, 0.098270, 0.074758, 0.544306, 0.025713, 2.241076, 1.512581, 0.509470, 0.885027, 1.922052, 0.642356, 0.382513, 0.245949, 0.633887, 0.213746, 0.170767, 1.299950, 0.399996, 0.510068, 0.000000
SRR5023458,0, 0.000000, 1.491863, 0.675233, 0.888527, 0.585535, 0.112772, 0.353763, 0.942472, 1.178242, 2.323474, 0.000000, 1.306955, 0.037007, 0.577106, 0.311002, 0.220951, 0.000000,39.330199, 6.410021, 4.186874, 1.981594, 0.294016, 5.162332, 0.000000, 1.173149, 5.580102, 0.672254, 1.672936, 0.084185, 0.000005, 0.061921, 1.072169, 1.207863, 0.000000, 1.878819, 0.239184, 0.999363, 1.583145, 3.922583, 0.168787, 0.000000, 0.318902, 0.282011, 0.428002, 0.170475, 0.134233, 0.029682, 2.715361, 0.582958, 0.444875, 0.464992, 0.138074, 0.225015
SRR5023459,0, 0.999039, 1.212918, 0.188152, 2.326400, 0.069476, 0.675212, 1.638132, 1.417986, 2.196879, 1.741392, 0.000000,13.627119, 0.128265, 0.747144, 0.363553, 0.000000, 8.526995, 0.000000, 0.048704, 5.310339, 5.967136, 3.161077, 1.421521, 0.201581, 0.763259, 3.408405, 0.039447, 0.181732, 0.088497, 0.279365, 0.286769, 0.000000, 1.394692, 0.186196, 0.000000, 0.493847, 0.467448, 0.275540, 1.417445, 0.109032, 2.318052, 0.673946, 0.254270, 0.000000, 0.253783, 0.208281, 0.079487, 1.764595, 0.069724, 0.093862,14.482752, 0.000000, 0.078023
SRR5023460,0,1.021710,0.000000,0.096614,0.103568,0.706558,0.079880,1.033470,1.409680,0.406674,0.295087,0.192727,0.000000,0.066797,0.000000,0.509579,5.749995,0.000000,0.299164,0.864048,0.694807,0.000000,0.804476,0.080306,0.000000,1.419880,2.713385,0.179659,0.280184,0.093343,0.000000,0.000000,0.078892,0.216831,2.648067,0.058462,0.381538,1.859642,0.609858,0.502232,0.000000,0.071021,0.953730,0.856843,0.000000,0.000000,0.095464,0.163964,8.637522,0.069815,0.000000,0.000000,0.075411,0.000000
SRR5023461,0, 0.204035,11.392061, 2.005067, 3.321213, 0.264321, 1.707282, 3.046389, 3.895947, 0.124665, 5.279878, 2.296617,15.002387, 0.099052, 0.000000, 2.423253, 0.103570, 0.000000, 3.447997, 0.616987, 5.871005, 1.003777, 0.579081, 0.000000, 0.070432, 3.804018,37.328157, 0.487303, 0.128073, 0.113395, 0.000000, 0.241682, 0.167744, 3.002113, 3.465829, 1.198215, 2.963106, 0.342828, 0.000000, 3.069851, 1.703994, 0.174383, 2.572318, 0.094354, 0.194641, 1.959795, 0.497852, 0.057419, 1.726615, 0.152266, 0.000000, 0.133108, 0.000000, 0.802667
SRR5023462,0, 0.000000, 3.677422, 3.642247, 0.177191, 0.000000, 0.079485, 0.086630, 1.414696, 1.253107, 0.313766, 0.760478, 0.000000, 0.000000, 0.000000, 0.066497, 0.000000, 0.063356, 0.217158, 0.000000, 0.042958, 0.049183,11.119116, 0.150400, 0.000000, 0.054485, 7.623267, 0.045558, 0.053455, 0.000000, 0.000000, 6.072282, 2.321653, 0.996026, 0.000000, 0.000000, 0.000000,18.127960, 0.000000, 2.732991, 0.000000, 0.000000, 5.219421, 0.101217, 0.000000, 3.627997, 0.173294, 0.060607, 0.000000, 0.311199, 0.000000, 1.206142, 0.000000, 0.000000
SRR5023463,0, 0.792005, 2.988153, 0.627857, 0.697372, 0.070018, 0.380846, 0.798272, 7.664926, 0.000000, 0.456950, 0.631647, 0.000000, 0.028816, 0.000000, 1.121758, 0.224908, 1.393726, 0.297266, 0.000000, 3.867073, 0.950275, 0.446654, 0.254808, 0.202777, 0.457360,11.315022, 0.000000, 0.354374, 0.139168, 0.000000, 0.025480, 0.000000, 2.101393, 0.290756, 1.432115, 0.344360, 0.483936, 0.599376, 2.426242, 0.094529, 0.032370, 0.895068, 0.513402, 2.953845, 0.760899, 0.965423, 1.068887, 0.470093, 0.500138, 0.291744, 0.036788, 0.618334, 0.000000
SRR5023464,0, 0.060805, 0.195460, 0.253797, 0.743467, 0.126125, 2.029641, 1.895972, 3.885952, 3.005461, 0.905500, 0.370269,81.760216, 0.000000, 0.000000, 0.762086, 0.000000, 6.632952, 2.108489, 0.000000, 8.967900, 1.683253, 0.672396, 1.651229, 0.000000, 0.079717,22.466752, 0.401516, 1.212542, 0.079747, 0.524185, 0.000000, 2.130540, 3.848489, 0.000000, 1.135738, 0.667957, 0.165138, 1.554291, 2.211449, 2.480437, 0.109325, 0.627069, 0.000000, 0.000000, 3.249076, 0.514504, 0.457800, 0.905813, 0.402263, 0.000000, 3.685038, 0.000000, 0.206072
SRR5023465,0,0.000000,1.693188,0.000000,0.195806,0.173238,0.058969,0.032288,0.777013,0.043523,0.488580,0.289807,0.053393,0.000000,0.346502,0.154143,0.000000,0.000000,2.046943,0.052675,0.224137,0.000000,0.096810,0.206705,3.361294,0.344075,1.347743,0.000000,0.000000,0.170864,0.000000,0.000000,0.060348,0.066136,0.069972,0.000000,0.178145,0.024700,0.935635,1.213273,0.049931,0.000000,3.349194,0.000000,1.537979,0.054678,0.000000,0.052998,0.000000,0.000000,0.000000,0.117832,0.000000,0.000000
SRR5023466,0,  0.066128,  1.511533,  0.549680,  1.793918,  0.435271,  2.526951,  0.706279,  1.829201,  2.349078,  4.550944,  0.354039,112.257563,  0.000000,  0.515102,  4.920316,  0.094895,  0.000000,  8.481674,  0.068608,  7.863509,  0.723368,  0.468483,  0.000000,  0.346315,  1.463850, 22.630617,  3.018100,  0.000000,  0.170588,  0.195552,  1.791667, 38.689873,  3.137685,  2.751031,  4.466113, 11.423654,  0.614783,  0.133309,  1.710470,  1.456600, 19.462089,  5.376891,  2.089875,  0.375352,  0.381847,  1.825652,  0.611449,  0.508021,  0.587552,  0.000000,  0.210826,  0.100947,  0.213374
SRR5023467,0, 0.000000, 2.260576, 3.819611, 1.048152, 0.620093, 3.003764, 1.793190, 6.791397, 4.747368, 3.760265, 0.769551, 0.031442, 0.000000, 0.782502, 4.205598, 1.879549, 0.000000, 2.664738, 0.767722, 5.509579, 0.197531, 0.569726, 0.570444, 0.357988, 0.923494,22.027896, 1.612071, 0.183787, 0.163009, 0.000000, 0.027956,14.059545, 2.502904, 0.204536, 1.200225, 0.000000, 1.605888, 0.453744, 3.561770, 0.543901, 0.036807, 4.052884, 0.349513, 2.132186, 4.423483, 0.813336, 0.253394, 0.246651, 1.981403, 2.125782, 0.164066, 0.432190, 0.810243
SRR5023468,0,0.193611,6.837752,0.484362,1.937487,0.194104,0.863067,1.797489,6.298800,2.325334,1.147634,0.000000,0.203431,0.072739,1.421149,1.764309,0.000000,0.000000,0.000000,0.696983,4.355037,2.054576,0.640403,0.000000,0.078298,1.291630,1.109928,0.591080,0.000000,0.000000,0.881814,0.000000,0.211359,3.141858,4.890230,1.260052,0.000000,0.780503,0.768451,2.238438,1.188436,0.193446,0.000000,0.000000,3.119302,0.449386,0.129927,0.217832,0.316128,0.966509,0.000000,5.867569,0.740009,0.000000
SRR5023469,0, 0.000000, 3.621143, 0.608419, 0.318410, 0.123640, 0.735430, 3.655613, 4.637671, 2.279937, 4.628375, 0.000000, 7.778403, 0.883982, 0.194517, 2.833570, 0.000000, 0.000000, 4.652128, 0.165401, 5.754662, 0.262835, 1.207753, 1.895559, 0.368797, 2.309654,14.290098, 0.643098, 0.085784, 0.811686, 0.293582, 0.036406,29.906309, 7.007799, 2.860026, 0.225909, 0.264370, 0.315976, 0.041857, 5.812079, 0.059183, 0.000000, 1.625152, 0.115638, 0.236884, 0.100314, 0.745663, 7.043812, 0.288594, 2.151928, 1.120665, 0.228218, 0.932285, 0.232104
SRR5023470,0,0.049897,1.478789,0.000000,0.000000,0.457452,0.000000,0.458639,0.082370,2.835139,1.539368,0.296051,1.052953,0.392265,0.000000,1.312240,0.000000,0.000000,6.457596,0.075819,2.153814,0.000000,0.133047,1.798881,0.000000,0.212878,0.000000,0.043990,0.109677,0.000000,0.172484,0.000003,0.479283,0.672542,0.000000,0.000000,1.191534,0.920317,0.051782,0.329970,0.000000,0.000000,1.049607,0.000000,4.005921,0.183415,0.105507,0.600720,0.566894,0.205815,0.000000,0.040365,0.000000,0.000000
SRR5023471,0, 0.000000,35.262357, 0.091698, 1.978853, 0.880437, 0.000000, 0.318020, 0.086827, 6.111479, 0.787427, 0.543163, 0.000000, 0.436731, 0.000000, 0.172297, 0.052801, 0.000000, 2.651125, 0.561500, 0.503578, 3.536994, 0.000000, 0.322454, 2.043290, 0.206590,16.912383, 0.436502, 2.451481, 0.117368, 0.400280, 0.000000, 0.000000, 2.773832, 0.404349, 0.000000, 0.000000, 0.000000, 1.136523, 1.063165, 0.000000, 0.182878, 0.133350, 0.269020, 1.066765, 0.070996, 0.000000, 2.370412,11.033462, 0.067087, 0.000000, 3.180034, 0.000000, 0.000000
